abstracts	labels
quantity of remaining double bonds of propanal - containing resins .. improved mechanical properties of resin composites have been reported to be a consequence of the addition of aldehyde to the resins . the objective of the present study was to examine whether this improvement could be attributed to an increased degree of conversion of double bonds . for this purpose , propanal was added to monomer mixtures , which were then made light - curing . the monomer mixtures were varied with respect to monomer composition and content of propanal . the quantity of remaining double bonds was determined by means of transmission infrared spectra of the resins recorded before and after wet or dry storage for one week . the addition of propanal resulted in a decrease in the quantity of remaining double bonds by as much as 89 % as compared with the mixtures without propanal . negative correlations of statistical significance were found between the content of propanal and quantity of remaining double bonds in bisgma : tegdma - based as well as in uedma : hema - based resins for both modes of storage . significant negative correlations were found between the quantity of remaining double bonds and the previously determined mechanical properties .	0
[ evaluation of the hardness of a composite , adaptic , polymerized with 904 nm . laser light , in relation to normal polymerization ].	0
[ evaluation of the wear of a composite , adaptic , polymerized with 904 nm . laser light , in relation to normal polymerization ].	0
[ experimental studies and comparison using optical microscopy of the adhesion of a composite that is autopolymerized and controlled polymerized using 904 nm . laser light ( adaptic )].	0
introduction of a planar defect in a molecularly imprinted photonic crystal sensor for the detection of bisphenol a .. this paper reports the preparation of a molecularly imprinted inverse opal hydrogel containing a 2d defect layer , by combining the langmuir - blodgett technique and the photonic crystal template method . by coupling the exceptional characteristics of molecularly imprinted polymers , sensitive to the presence of a target molecule , and those of photonic crystals in a single device , we could obtain a defect - embedded imprinted photonic polymer consisting in a three - dimensional , highly - ordered and interconnected macroporous array , where nanocavities complementary to analytes in shape and binding sites are distributed . as a proof of concept , we prepared a three - dimensional macroporous array of poly ( methacrylic acid ) ( pmaa ) containing molecular imprints of bisphenol a ( bpa ) and a planar defect layer consisting in macropores of different size . the optical properties of the resulting inverse opal were investigated using reflection spectroscopy . the defect layer was shown to enhance the sensitivity of the photonic crystal material , opening new possibilities towards the development smart optical sensing devices .	0
the effect of ferrule on the fracture mode of endodontically treated canines restored with fibre posts and metal - ceramic or all - ceramic crowns .. objectives : the aim of this study was to evaluate the fracture mode of endodontically treated canines ( etc ) restored with glass - fibre posts ( gfp ) and either metal - ceramic ( mc ) or all - ceramic ( ac ) crowns , in the presence or absence of 2 mm ferrule height . methods : fifty recently extracted human maxillary canines were endodontically treated and randomly divided into 5 groups of 10 specimens each . four groups ( with or without ferrule ) were restored with gfp , composite cores and either mc or ac crowns . the fifth group with intact etc served as control . teeth were loaded to fracture at a 135 ° angle to their long axis , at a cross - head speed 0 . 5 mm / min . the fracture modes were divided through optical microscopy to repairable and irreparable . statistical analysis was performed by means of the fisher ' s exact test . results : all groups presented brittle fracture following bending deformation . irreparable root fractures were the primary fracture mode independently of ferrule . the percentages (%) of repairable fractures were not statistically significant different amongst the mc and ac restored teeth independently of ferrule . however the 2 mm ferrule was associated to a higher percentage of repairable fractures , especially in teeth restored with ac crowns . conclusions : the percentage (%) of repairable fractures was higher in all - ceramic compared to metal - ceramic etc and in restorations with ferrule , although the differences were not statistically significant . clinical significance : this in vitro study supports evidence that neither the type of crown restoration nor the presence of ferrule affects statistically significantly the mode of fracture of etc restored with gfp .	0
degree of conversion of composites measured by dta and ftir .. objective : differential thermal analysis ( dta ) using a split fiber optic light source has been reported to be a convenient method of measuring the degree of conversion ( dc ) of light - activated composites . the purpose of this study was to compare the results by dta and fourier transformation infrared spectroscopy ( ftir ), and evaluate the usefulness of the dta method . methods : experimental 2 , 2 - bis [ 4 -( 3 - methacryloyloxy - 2 - hydroxypropoxy ) phenyl ] propane - based composites containing sio2 filler and various amounts of triethyleneglycol dimethacrylate ( tegdma ) were prepared , and the dc of each composite was determined by dta or ftir with 60s irradiation . the dc of three proprietary composites containing hybrid filler or prepolymerized resin filler were also measured by both methods with 20 or 60s irradiation . the results were analyzed by anova and fisher ' s protected least significant difference test . results : by both dta and ftir , the dc of experimental composites increased as the proportion of tegdma increased , although dta showed 3 - 10 % greater values ( p < 0 . 05 ) than ftir . for proprietary composites that contain hybrid filler , the values by dta were not significantly different from those by ftir at 20s exposure . longer irradiation time resulted in greater dc ( p < 0 . 05 ) for both methods , and dta showed 5 - 7 % greater values than ftir . however , the dc of the composite containing prepolymerized resin filler was 30 % less by ftir than by dta , possibly due to the influence of unpolymerized species in the filler . significance : the dc values determined by dta and ftir showed good agreement for most materials including model composites . in addition , dta may be more useful than ftir to measure the dc of composites containing prepolymerized resin filler .	0
in utero exposure to bisphenol - a and anogenital distance of male offspring .. background : bisphenol - a ( bpa ) is an endocrine disruptor with widespread human exposure . the effect of in utero bpa exposure on human offspring remains largely unknown . methods : anogenital distance ( agd ) of sons of workers who did or did not have occupational bpa exposure during pregnancy were compared in an occupational cohort study . parental bpa exposure level during the index pregnancy was estimated through a job - exposure matrix based on personal air sampling measurement . maternal exposure was considered direct in utero exposure to the fetus , whereas paternal exposure was considered indirect in utero exposure . results : a total of 153 boys were included in the final analysis , among them 56 with parental occupational exposure during pregnancy and 97 without . after controlling for the boys ' ages and weights using linear regression , parental occupational exposure to bpa during pregnancy was associated with shortened agd in male offspring . the association was stronger for maternal exposure ( p < 0 . 01 ). there was also a dose - response relationship with increased bpa exposure levels in pregnancy associated with greater magnitude of shortened agd in male offspring , with a statistically significant trend for the association ( p = 0 . 008 ). conclusion : our findings provide the first epidemiologic evidence that in utero bpa exposure may adversely affect male genital development .	0
preliminary study of responses in mussel ( mytilus edilus ) exposed to bisphenol a , diallyl phthalate and tetrabromodiphenyl ether .. environmental pollutants with hormonal activity including bisphenol , diallyl phtalate and tetrabromodiphenyl ether , have the potential to alter gonadal development and reproduction in aquatic wildlife . little is known about the biological impact of environmentally relevant concentrations in mussels . to investigate some aspects of their potential estrogenic action , mussels were continuously exposed during 3 weeks . gonadal development and vitellogenin like protein levels were examined . bisphenol ( 50 microg / l ) induced the expression of phospho - proteins in females and spawning in both sexes . diallyl phthalate and tetrabromodiphenyl ether decreased phospho - protein levels in both sexes and induced spawning in males . moreover , severe damaging effects on ovarian follicles and ovocytes were observed in both bisphenol a - and tetrabromodiphenyl ether - exposed female mussels .	0
effects of seawater pollutants on protein tyrosine phosphorylation in mussel tissues .. different exogenous compounds are known to stimulate tyrosine kinase signaling , and this could explain a wide spectrum of pollutant effects on different organisms . we studied the effects of various seawater contaminants on tyrosine phosphorylation levels in different tissues of the mussel ( mytilus edulis ), by using western immunoblotting . mussels were exposed in aquarium for 3 weeks to north sea oil alone or to a mixture of north sea oil , alkyl phenols , and polycyclic aromatic hydrocarbons ( pah ). in another experiment , mussels were exposed for 3 weeks to each of the following potential endocrine disruptors : bisphenol a , diallyl phthalate , or tetrabromodiphenylether - 47 . in a third experiment , mussels were caged at four sites along a copper field gradient . use of antiphosphotyrosine antibody showed that treatments with oil alone , or with oil , alkyl phenols and pah induced phosphorylation increases in the digestive gland , gills and mantle . bisphenol a produced significant effects in the gills and mantle , while diallyl phthalate and tetrabromodiphenylether - 47 had a slight effect only on the gill tissue . mussels exposed to the copper field gradient showed phosphotyrosine increases in the gills and mantle at intermediate levels of contamination . this latter result was also confirmed by using phosphospecific p38 antibody . in summary , the strength of induction was : oil mixture > oil > bisphenol a > or = copper ; while the degree of tissue responsiveness was : mantle > gill > digestive gland . based on these data , the use of tyrosine phosphorylation levels as a biomarker of seawater pollution is proposed .	0
sealing occlusal caries lesions in adults referred for restorative treatment : 2 - 3 years of follow - up .. the aim of this study was to assess the possibility to arrest occlusal caries lesions in adults by sealant as well as to assess the presence of radiographic progression , arrest , and regression of the sealed lesions . seventy - two occlusal caries lesions in 52 adult patients referred to restorative treatment by senior lecturers at school of dentistry , copenhagen , denmark were included . in case the patient had more than one occlusal caries lesion , randomization between sealing and restoration was made ; otherwise , the lesion was sealed . in total , 60 resin sealants and 12 composite restorations were made . follow - up period was 25 - 38 months ( mean = 33 months ). data were analyzed using non - parametric statistics including kappa statistics . after 2 - 3 years , the dropout rate was 15 %; two patients did not show up for control and nine previously sealed lesions were restored by the patients ' general practitioners . all 12 restorations and 39 of the remaining 49 sealants were well functioning , seven ( 14 %) sealants were repaired / replaced due to failure , and three ( 6 %) sealed lesions were restored due to caries progression ( p > 0 . 05 ). the radiographic assessment showed caries progression beneath five ( 10 %) sealants , caries regression beneath one ( 2 %) sealant , and unchanged depth beneath 43 ( 88 %) sealants and all restorations ( p > 0 . 05 ). the majority of the referred lesions were successfully arrested by sealants , indicating the possibility for extending the criteria for sealing occlusal caries lesions in adults . however , a longer observation period is needed for final conclusion . extending the criteria of therapeutic sealing of occlusal caries lesions in adults will lead to increased dental health .	0
preparation and characterization of cyclopolymerizable resin formulations .. an amine - catalyzed reaction between acrylates and formaldehyde has been used to convert mono - acrylates to difunctional monomers and di - acrylates to multifunctional oligomers by linking the acrylic double bonds together in 1 , 6 - diene pairs . the resulting monomers and oligomers undergo efficient cyclopolymerization to high conversion with significantly less shrinkage than normally found for acrylates . in this study , a convenient single - step process was used with mixtures of mono - and di - acrylate starting materials to produce a series of resins with potential for effective cyclopolymerization . incremental changes in the ethyl acrylate ( ea ) to ethoxylated bisphenol a diacrylate ( ebpad ) ratio directly supplied cyclopolymerizable resins with a broad range of viscosities and product distributions . those resins produced from reaction mixtures rich in ea have low viscosities because of high diluent monomer contents and limited oligomerization of ebpad due to end - cap formation . resin viscosity and average molecular weight of the oligomeric component of the resin were inversely related to the amount of ea used in the reaction . through the choice of reactants and their ratio , this simple technique has the potential to provide cyclopolymerizable resins for use in a variety of dental polymer applications .	0
[ sensitizing capacity , cross - reactivity and antigenic determinants of bisphenol a ].. bis - gma and epoxy resins are known to cause allergic reactions in some patients . the purpose of this research was to investigate the sensitizing capacity , cross - reactivity and antigenic determinants of bisphenol a ( bpa ), a major constituent of bis - gma and bpa type epoxy resins . anti - bpa antibodies were prepared from mice injected with bpa - ovalbumin conjugates ( bpa - ova ), and the reactions of the structurally bpa - related compounds were compared with that of bpa using these antibodies by the enzyme immunoassay ( eia ) and eia inhibition test . the findings are as follows : 1 ) injection of bpa failed to generate anti - bpa antibodies . however , injection of bpa - ova was effective in producing antibodies strongly reacting with bpa . 2 ) polyclonal anti - bpa antibodies cross - reacted with bisphenol b ( bpb ), p - isopropyl - phenol ( ipp ), diethylstilbestrol ( des ) and 2 , 4 - dinitrophenyl ( dnp ). 3 ) five kinds of monoclonal anti - bpa antibodies were obtained . these monoclonal antibodies reacted specifically with bpa and moderately cross - reacted with ipp , des and bpb , but not with dnp . the results suggest that bpa - ova is capable of eliciting anti - bpa antibody production in mice and that the antigenic determinant of bpa is the structure of one central carbon atom , covalently bound with two phenyl groups and two methyl groups .	0
preparation of microspheres and microcapsules by interfacial polycondensation techniques .. a methodological review of the production of microspheres / microcapsules by interfacial polycondensation is presented and the mechanisms of particle and capsule formation are discussed . procedures for interfacial polycondensation employed for the preparation of microspheres / microcapsules involve the polycondensation of two complementary monomers in a two phase suspension system . each of the two complementary monomers resides largely in one of the two immiscible phases in the suspension system . the resulting polycondensate , which is formed at or on one side of the interface , may , or may not , be soluble in the droplet phase . if the polymer is soluble in the droplets , particulate microspheres or monolithic microcapsules are formed , i . e . particle forming interfacial polycondensation . if the polymer is insoluble in the droplets , it forms a membrane around them , and the droplets are thus individually encapsulated by the polymer . this leads to the formation of capsular microspheres or reservoir microcapsules , and hence capsule forming interfacial polycondensation . a major example of particle forming interfacial polycondensation is that of phosgene with bisphenol a recently developed for the production of polycarbonate resins in particle form . capsule forming interfacial polycondensation is widely used to prepare polyamide ( nylon ) microcapsules containing proteins , pharmaceuticals , etc .	0
preparation , characterization and application of p - tert - butyl - calix [ 4 ] arene - sba - 15 mesoporous silica molecular sieves .. p - tert - butyl - calix [ 4 ] arene - sba - 15 mesoporous silica molecular sieves have been prepared and characterized by fourier transform infrared ( ft - ir ) spectroscopy , powder x - ray diffraction ( xrd ) and nitrogen adsorption - desorption measurements . ft - ir spectra showed the presence of methylene (- ch ( 2 )-), methyl (- ch ( 3 )) and phenyl bands on the modified sba - 15 . powder xrd data indicated the structure of p - tert - butyl - calix [ 4 ] arene - sba - 15 remained the host sba - 15 structure . brunauer - emmett - teller ( bet ) surface area analysis revealed a decrease in surface area and pore size . the adsorption capacity of the materials to diethylstilbestrol and bisphenol a was studied via the dynamic adsorption experiments . the maximum dynamic adsorption capacity on modified materials was 34 . 8 and 2 . 9 times higher than sba - 15 particles for diethylstilbestrol and bisphenol a , respectively . the results indicated that p - tert - butyl - calix [ 4 ] arene - sba - 15 particles could be used to the enrich the various compounds in water samples before the further analysis .	0
neuroprotective effects of arachidonic acid against oxidative stress on rat hippocampal slices .. arachidonic acid ( aa ), 5 , 8 , 11 , 14 - eicosateraenoic acid is abundant , active and necessary in the human body . in the present study , we reported the neuroprotective effects and mechanism of arachidonic acid on hippocampal slices insulted by glutamate , nan ( 3 ) or h ( 2 ) o ( 2 ) in vitro . different types of models of brain injury in vitro were developed by 1mm glutamate , 10mm nan ( 3 ) or 2mm h ( 2 ) o ( 2 ). after 30 min of preincubation with arachidonic acid or linoleic acid , hippocampal slices were subjected to glutamate , nan ( 3 ) or h ( 2 ) o ( 2 ), then the tissue activities were evaluated by using the 2 , 3 , 5 - triphenyltetrazolium chloride method . endogenous antioxidant enzymes activities ( sod , gsh - px and catalase ) in hippocampal slices were evaluated during the course of incubation . mk886 ( 5 microm ; a noncompetitive inhibitor of proliferator - activated receptor [ ppar ] alpha ), badge ( bisphenol a diglycidyl ether ; 100 microm ; an antagonist of ppargamma ) and cycloheximide ( chx ; 30 microm ; an inhibitor of protein synthesis ) were tested for their effects on the neuroprotection afforded by arachidonic acid . population spikes were recorded in randomly selected hippocapal slices . arachidonic acid ( 1 - 10 microm ) dose dependently protected hippocampal slices from glutamate and h ( 2 ) o ( 2 ) injury ( p < 0 . 01 ), and arachidonic acid ( 10 microm ) can significantly improve the activities of cu / zn - sod in hippocampal slices after 1h incubation . in addition , 10 microm arachidonic acid significantly increased the activity of mn - sod and catalase , and decreased the activities of cu / zn - sod to control value after 3h incubation . these secondary changes of sod during incubation can be reversed by indomethacine ( 10 microm ; a nonspecific cyclooxygenase inhibitor ) or aa 861 ( 20 microm ; a 5 - lipoxygenase inhibitor ). its neuroprotective effect was completely abolished by badge and chx . these observations reveal that arachidonic acid can defense against oxidative stress by boosting the internal antioxidant system of hippocampal slices . its neuroprotective effect may be mainly mediated by the activation of ppargamma and synthesis of new protein in tissue .	0
lack of significant alteration in the prostate or testis of f344 rat offspring after transplacental and lactational exposure to bisphenol a .. bisphenol a ( bpa ), a compound of great concern as an estrogenic xenobiotic , was assessed for its ability to cause alteration in the accessory sex organs and spermatogenesis in male offspring exposed preneonatally and neonatally . in a series of experiments focusing on rat sensitivity to gestational and lactational exposure to bpa , we investigated its effects on gestation period and reproductive organs in male offspring . in the first instance , bpa was administered to f344 female rats by gavage at 0 , 7 . 5 , 120 mg / kg / day during pregnancy and lactation period . there were no observable adverse effects in pregnant rats and the treatment did not induce any morphological abnormalities in the accessory sex organs of male offspring . however , lowered numbers of sperm in the testis were found with a dose of 120 mg / kg / day . in the second study , the same protocol with a higher number of male offspring was applied , but no reduction in the sperm count was apparent . we conclude that transplacental and lactational exposure to bpa dose not exert any adverse effects on morphogenesis of rat accessory sex organs or spermatogenesis .	0
characterization and in vitro estrogenicity of orthodontic adhesive particulates produced by simulated debonding .. objective : to investigate the structure and composition of ground orthodontic adhesive particulates produced under simulated clinical conditions and assess their estrogenic action in vitro . materials and methods : a chemically cured and a light - cured adhesive were included in the study . specimens were prepared by simulating bonding procedures , covering the bracket base surface with cellulose films to detach the full set material . the adhesives prepared under this method were grounded in glass chambers with an 8 - fluted tungsten carbide on a high - speed handpiece ; a new bur and different chamber was used for each adhesive sample and grindings were performed on different days to avoid contamination of the room . the adhesive particulates produced were subjected to ft - ir spectroscopy for the molecular characterization of particles ; scanning electron microscopy for the morphologic condition and structure ; and x - ray microanalysis for the elemental composition of the particles . amounts of the ground adhesives were immersed in saline for 1 month at 37 degrees c . eluents from solution of the two adhesives were added to media of an estrogen - responsive cell line derived from human breast adenocarcinoma ( mcf - 7 ), to assess the estrogenicity . positive ( estradiol and bisphenol - a ) and negative ( saline ) controls were used ; all assays were repeated four times and the results were averaged . estrogenicity data were analyzed with one - way anova and the tukey test at the . 05 level of significance . results : the study of the composition of particles revealed compounds related to monomers with no major differences noted . significant structural alterations were observed between the materials studied , with the chemically cured adhesive having larger particles . the ground samples contained si , na and al apparently deriving from fillers , whereas large ba fillers were identified only in the chemically cured group , whereas no distinct molecular variation was noted between the set material and its corresponding particulate form . both chemically cured and light - cured adhesives exhibited an estrogenic action through induction of the proliferation rate of mcf - 7 cells ( 160 % and 128 %, respectively , compared to control ). significance : apart from the potentially hazardous action of adhesive particulate aerosol produced by grinding , composite resin particulates may act as endocrinological disruptors .	0
wear in three different composite resins .	0
prosthetic replacement of the hip in dogs using bioactive bone cement .. total hip arthroplasties were performed in dogs using bioactive bone cement consisting of silane treated cao - mgo - sio2 - p2o5 - caf2 glass powder as the filling particles and bisphenol - a - glycidyl methacrylate based resin as the organic matrix , and the outcomes were compared with the results of polymethylmethacrylate bone cement . the mechanical properties of the bioactive bone cement were stronger than the mechanical properties of polymethylmethacrylate bone cement . the bonding strength of the bioactive bone cement to bone in dogs ' femora increased with time , reaching 4 . 7 mpa at 6 months , whereas that of polymethylmethacrylate bone cement did not increase , remaining at 1 . 0 mpa . results of histologic examination showed direct bonding between the bioactive bone cement and bone , and the bony trabeculae around the cement mantle grew with time . however , in polymethylmethacrylate bone cement , an intervening soft tissue layer was evident at the bone cement interface . direct bonding of the bioactive bone cement at the interface through an apatite layer of 30 microm in thickness was shown through observation with the scanning electron microscopy . using this bioactive bone cement in clinical settings may help alleviate serious problems associated with cemented total hip arthroplasty , such as aseptic loosening of the implant and mechanical failure of the bone cement .	0
marginal quality and microleakage of adhesive class v restorations .. objectives : the aim of this in vitro study was to determine the marginal quality and microleakage of composite resin class v restorations . methods : standardized mixed class v cavities ( diameter : 4mm , depth : 2mm ) with half of the finish lines limited within dentin were cut in 90 freshly extracted human molars and randomly assigned to nine groups ( n = 10 ). after etching enamel and dentin , the cavities were restored with nine different restorative systems ( syntac sprint / tetric ceram = ss , syntac single - component / tetric ceram = sc , onestep / aeliteflo = os , aquaprep + onestep / aeliteflo = oa , prime & bond 2 . 1 / tph = pb , optibond solo / prodigy = op , singlebond / z100 = sb , tenure quik / marathon = tq , solobond m / arabesk = sm ) using a wet - bonding procedure . after finishing and polishing , the teeth were stored for 24h in distilled water at 37 degrees c before they were subjected to thermocycling ( 5 / 55 degrees c , 1000x ). epoxy replicas were made for margin analysis in the sem . specimens were stained in methylene blue , sectioned , and evaluated for microleakage . dye penetration was scored on a 0 - 3 ordinal scale . results : statistical analysis ( kruskal - wallis h - test , mann - whitney u - test ) revealed significant differences ( p < 0 . 05 ) among the groups at dentin and enamel margins for the microleakage scores as well as for the results of the quantitative sem margin analysis . sc revealed a significantly higher percentage of perfect margins in the sem than os and sm in enamel and dentin , respectively . oa exhibited significantly more leakage in enamel than all other groups . conclusions : none of the tested restorative systems achieved a perfect seal in dentin and enamel of mixed class v cavities . marginal quality and sealing ability of adhesive systems to dentin , using a wet - bonding procedure , is still inferior compared with enamel margins .	0
fine spatial assembly for construction of the phenol - binding pocket to capture bisphenol a in the human nuclear receptor estrogen - related receptor γ .. various lines of evidence have shown that bisphenol a ( bpa ) acts as an endocrine disruptor that affects various hormones even at merely physiological levels . we demonstrated recently that bpa binds strongly to human nuclear receptor estrogen - related receptor γ ( errγ ), one of 48 nuclear receptors . based on x - ray crystal analysis of the errγ ligand - binding domain ( lbd )/ bpa complex , we demonstrated that errγ receptor residues , glu275 and arg316 , function as the intrinsic - binding site of the phenol - hydroxyl group of bpa . if these phenol - hydroxyl ↔ glu275 and arg316 hydrogen bonds anchor the a - benzene ring of bpa , the benzene - phenyl group of bpa would be in a pocket constructed by specific amino acid side chain structures . in the present study , by evaluating the ala - replaced mutant receptors , we identified such a ligand - binding pocket . leu268 , leu271 , leu309 and tyr326 , in addition to the previously reported participants glu275 and arg316 , were found to make a receptacle pocket for the a - ring , whereas ile279 , ile310 and val313 were found to assist or structurally support these residues . the results revealed that each amino acid residue is an essential structural element for the strong binding of bpa to errγ .	0
influence of nd : yag laser irradiation on microtensile bond strength of adhesive systems to sound or carious dentin .. objective : to evaluate the microtensile bond strength of 2 adhesive systems ( adper single bond plus [ 3m espe ] and clearfil se bond [ kuraray ]) to carious or normal dentin , with or without previous treatment with nd : yag laser or nd : yag laser associated with fluoride . method and materials : dentin surfaces of 60 human third molars were exposed . teeth were divided into 12 groups ; groups 1 to 6 were submitted to ph cycling for artificial caries , and groups 7 to 12 remained with normal dentin . dentin surfaces received 3 treatments : laser nd : yag irradiation ( 60 mj , 15 hz , and 0 . 9 w ) for 1 minute ; laser nd : yag irradiation associated with fluoride in gel ; and no treatment ( controls ). in experimental groups , adhesive systems were applied in accordance with the manufacturers ' instructions , and a composite resin block ( filtek z250 , 3m espe ) was made incrementally for the microtensile bond strength test . the teeth were sectioned serially in both x and y directions , and sticks were submitted to microtensile bond strength testing in a universal testing machine . results : according to anova and tukey ( p < . 05 ), the highest mean bond strengths were obtained in groups of normal dentin treated with clearfil se bond ( 40 . 65 mpa ) and single bond ( 34 . 2 mpa ). the presence of carious dentin significantly decreased the mean bond strengths of the 2 adhesive systems whether or not they were previously laser irradiated . nevertheless , clearfil se bond presented the best microtensile bond strength on an irradiated surface . moreover , laser irradiation associated with fluoride also decreased the bond strength values of the 2 adhesive systems . conclusion : after excavating a cavity with caries - affected dentin , the use of nd : yag laser followed by a self - etching adhesive system is the best clinical choice when considering bond strength , compared with the total etching - based system and laser .	0
a synthetic antagonist for the peroxisome proliferator - activated receptor gamma inhibits adipocyte differentiation .. while searching for natural ligands for the peroxisome proliferator - activated receptor ( ppar ) gamma , we identified a synthetic compound that binds to this receptor . bisphenol a diglycidyl ether ( badge ) is a ligand for ppargamma with a k ( d ( app )) of 100 microm . this compound has no apparent ability to activate the transcriptional activity of ppargamma ; however , badge can antagonize the ability of agonist ligands such as rosiglitazone to activate the transcriptional and adipogenic action of this receptor . badge also specifically blocks the ability of natural adipogenic cell lines such as 3t3 - l1 and 3t3 - f442a cells to undergo hormone - mediated cell differentiation . these results provide the first pharmacological evidence that ppargamma activity is required for the hormonally induced differentiation of adipogenic cells .	0
statistical results on restorative dentistry experiments : effect of the interaction between main variables .. unlabelled : statistical analysis interpretation is a critical field in scientific research . when there is more than one main variable being studied in a research , the effect of the interaction between those variables is fundamental on experiments discussion . however , some doubts can occur when the p - value of the interaction is greater than the significance level . objective : to determine the most adequate interpretation for factorial experiments with p - values of the interaction nearly higher than the significance level . materials and methods : the p - values of the interactions found in two restorative dentistry experiments ( 0 . 053 and 0 . 068 ) were interpreted in two distinct ways : considering the interaction as not significant and as significant . results : different findings were observed between the two analyses , and studies results became more coherent when the significant interaction was used . conclusion : the p - value of the interaction between main variables must be analyzed with caution because it can change the outcomes of research studies . researchers are strongly advised to interpret carefully the results of their statistical analysis in order to discuss the findings of their experiments properly .	0
simple and rapid analysis of endocrine disruptors in liquid medicines and intravenous injection solutions by automated in - tube solid - phase microextraction / high performance liquid chromatography .. a simple and rapid method was developed for analyzing contamination of endocrine disruptors in liquid medicines and intravenous injection solutions . endocrine disrupting compounds such as bisphenol a ( bpa ), alkylphenols and phthalates were quantitated by on - line in - tube solid - phase microextraction coupled with high performance liquid chromatography ( in - tube spme / hplc ) with uv detection . the liquid medicines and intravenous injection solutions could be used directly without any pretreatment , and the bpa , alkylphenols and phthalates in these solutions were automatically analyzed . the limits of quantification for these compounds were 1 - 10 ng / ml . recoveries of these compounds spiked to the intravenous injection solutions was over 80 %, except for some phthalates . di - n - butyl phthalate ( dbp ) was detected at a concentration of 7 - 60 ng / ml in most intravenous injection solutions in plastic containers , but it was not detected in solutions in glass bottles . diethyl phthalate , di - n - propyl phthalate , dbp and di - 2 - ethylhexyl phthalate ( dehp ) were also detected in syrup , lotion and eye drops in plastic containers . on the other hand , bpa and alkylphenols were not detected at all in these solutions . dehp contamination from an administration set increased when total vitamin formulation was added to the infusion solution . dehp was easily leached from polyvinyl chloride tubing by polysorbate 80 . the in - tube spme / hplc method is simple , rapid and automatic , and it provides a useful tool for the screening and determination of endocrine disruptor contamination in liquid medicines and intravenous injection solutions .	0
preparation , morphological characterization , and activity of thin films of horseradish peroxidase .. active uniform films of horseradish peroxidase ( hrp ) have been prepared by covalent binding on si / sio ( 2 ) or glass supports previously activated by silanization and succinylation . labeling by fluorescent or by electron spin resonance ( esr ) probes was used to quantify the surface density of active groups and of horseradish peroxidase . atomic force microscopy ( afm ) imaging was used to characterize the surface morphology . we observed that a non - uniform protein adsorption due to physical interactions was present when the supports were not activated for covalent binding and was , in large part , removed by washing . the enzyme deposited by covalent binding formed homogeneous layers with a height in the range 60 - 90 a . by using a fluorescent label , we calculated a protein density of 3 . 6 x 10 ( 12 ) molecules cm (- 2 ) on si / sio ( 2 ), corresponding to an estimated area per molecule of 2800 a ( 2 ) which is in agreement with the value expected on the basis of the crystallographic data considering the formation of a monomolecular layer . the protein density of the layer immobilized on glass was similar ( 1 . 9 x10 ( 12 ) molecules cm (- 2 )). the enzyme immobilized on both supports showed a k ( cat )/ k ( m ) being of the order of 3 - 5x10 ( 5 ) m (- 1 ) s (- 1 ) that is 1 / 20th of free hrp . the half - life time of the activity of the enzyme immobilized by covalent binding was longer than 40 days at 6 degrees c .	0
"""oxygen inhibition and incremental layer bond strengths of resin composites .. objectives : when dentists light cure resin composite restorations in increments or after contouring the surface layer to shape with a hand instrument the surface layer is exposed to air during polymerization . the presence of an oxygen inhibited resin surface layer may impact on clinical performance . conflicting data has been produced in vitro regarding this topic . methods : to shed further light on this subject the current investigation assessed the thickness of the oxygen inhibited layer ( oil ) and subsequent interfacial bond strength at various times post - cure of an """" initial increment """" for a range of experimental and commercial resin composites . the latter included conventional methacrylate - based composites and a novel low shrink silorane resin chemistry product . results : a decrease in composite viscosity brought about by an increase in diluent monomer content in the matrix for the experimental composite formulations led to increase in oil thickness . the oil surface layer thickness for the commercial methacrylate - based rbc specimens cured in air were 19 . 2 +/- 6 . 3 and 13 . 8 +/- 5 . 3 microm , respectively and 9 . 0 +/- 6 . 6 microm for silorane . no test material exhibited a measurable oil thickness polymerized in the nitrogen atmosphere . significance : from the current findings it may be concluded that incremental bond strength is not wholly reliant on surface inhibition since no differences in bond strength following immediate placement were observed between air and nitrogen atmosphere for any experimental or commercial material . for large restorations requiring multiple increments which are placed on fresh material , the bond strength between successive layers of silorane should be no different to conventional methacrylate materials . repair and bonding to aged silorane restorations may be more problematic as inferior incremental bond strengths ensued when addition was delayed ."""	0
polymerization shrinkage and contraction stress of dental resin composites .. objective : the aim of this study was to evaluate the shrinkage , contraction stress , tensile modulus , and the flow factor of 17 commercially available dental resin composites . method : the volumetric shrinkage measurements were performed by mercury dilatometry , and the contraction stress and tensile modulus were determined by means of stress - strain analysis . the statistical analysis was conducted by anova and tukey ' s post hoc test , and linear regression . results : strong linear correlation for most resin composites were found for ( i ) contraction stress and shrinkage ( ii ) contraction stress and tensile modulus , and ( iii ) shrinkage and tensile modules . for most of the materials the unpolymerized resin content determines the amount of shrinkage , contraction stress and tensile modules . the pre - polymerized clusters in heliomolar results in improved shrinkage / contraction stress properties . the shrinkage / contraction stress for filtek z100 , aelite flo , and flow - it was too high for the amount of resin in the resin composite . this was rationalized by high polymerization rates , a flow factor , and the nature of the resin . significance : high shrinkage and / or high contraction stress may lead to failure of the bond between the resin composites and the tooth structure . this study shows that the unpolymerized resin content determines the amount of shrinkage , contraction stress and tensile modules . therefore , using pre - polymerized clusters will improve shrinkage / contraction stress properties , as was shown in heliomolar , while high polymerization rates , and low flow factors have a deteriorative effect on the shrinkage / contraction stress properties .	0
